file,speaker,type,chars,text
"cv_campaign_ch9_s10_l1.mp3","cinder","dialogue",81,"These names need to be at this table. Names that were in none of MCC, FSP, or CV."
"cv_campaign_ch9_s14_l0.mp3","cinder","dialogue",18,"You knew. You did."
"cv_campaign_ch9_s14_l2.mp3","cinder","dialogue",9,"Then why."
"cv_campaign_ch9_s17_l0.mp3","cinder","dialogue",25,"Do you know Pilgrim Arms."
"cv_campaign_ch9_s17_l2.mp3","cinder","dialogue",10,"Assassins."
"cv_campaign_ch9_s21_l0.mp3","cinder","dialogue",28,"Four people. Where are they."
"cv_campaign_ch9_s21_l2.mp3","cinder","dialogue",69,"I have tools. Can cut east communications. That isolates two of them."
"cv_campaign_ch9_s25_l0.mp3","cinder","dialogue",17,"Twenty-two years."
"cv_campaign_ch9_s25_l2.mp3","cinder","dialogue",60,"I'll take them. And I'll put the names on this table. Today."
"cv_campaign_ch9_s29_l0.mp3","cinder","dialogue",62,"Eastern comms cut. Two isolated. But the other two are moving."
"cv_campaign_ch9_s29_l1.mp3","cinder","dialogue",39,"Found out who the target is. It's Chen."
"cv_campaign_ch9_s31_l1.mp3","cinder","dialogue",33,"You unlocked the Zone 12 records."
"cv_campaign_ch9_s36_l0.mp3","cinder","dialogue",55,"East two stopped. West two blocked by Rev. Hale's team."
"cv_campaign_ch9_s36_l2.mp3","cinder","dialogue",23,"Do you know the client."
"cv_campaign_ch9_s36_l4.mp3","cinder","dialogue",39,"Those who sell peace while blocking it."
"cv_campaign_ch9_s38_l1.mp3","cinder","dialogue",3,"..."
"cv_campaign_ch9_s38_l2.mp3","cinder","dialogue",10,"Call them."
"cv_campaign_ch9_s38_l5.mp3","cinder","dialogue",3,"..."
"cv_campaign_ch9_s40_l2.mp3","cinder","dialogue",54,"That's what Butcher wanted. The names in the document."
"cv_campaign_ch9_s40_l4.mp3","cinder","dialogue",37,"MCC can't conduct that investigation."
"cv_campaign_ch9_s42_l1.mp3","cinder","dialogue",4,"Who."
"cv_campaign_ch9_s42_l3.mp3","cinder","dialogue",44,"I'm the CV representative. I already signed."
"cv_campaign_ch9_s42_l5.mp3","cinder","dialogue",3,"..."
"cv_campaign_ch9_s44_l1.mp3","cinder","dialogue",20,"The archive is here."
"cv_campaign_ch9_s44_l4.mp3","cinder","dialogue",3,"..."
"cv_campaign_ch9_s44_l5.mp3","cinder","dialogue",20,"Butcher will see it."
"fsp_campaign_ch4_s_success_l0.mp3","cinder","dialogue",15,"It's a promise."
"fsp_campaign_ch4_s_success_l1.mp3","cinder","dialogue",94,"CV remembers promises. Said we learned it in the mines. In the mines one promise saves a life."
"fsp_campaign_ch4_s_success_l2.mp3","cinder","dialogue",49,"The Zone 12 name. The one on the arm. I remember."
"fsp_campaign_ch4_s05_l0.mp3","cinder","dialogue",9,"FSP came."
"fsp_campaign_ch4_s05_l1.mp3","cinder","dialogue",71,"Butcher didn't want this meeting. I convinced him. It took a long time."
"fsp_campaign_ch4_s05_l2.mp3","cinder","dialogue",109,"Once only. If a promise is made here today it is a promise. CV remembers promises. Learned that in the mines."
"fsp_campaign_ch4_s10_l0.mp3","cinder","dialogue",22,"That's a Zone 12 name."
"fsp_campaign_ch4_s10_l2.mp3","cinder","dialogue",29,"Three years ago. I was there."
"fsp_campaign_ch4_s12_l0.mp3","cinder","dialogue",128,"I'll state the terms of the promise. FSP recognizes CV territory. CV doesn't touch FSP workers. If MCC attacks we hold together."
"fsp_campaign_ch4_s12_l1.mp3","cinder","dialogue",39,"That's all. Simple. Simple things last."
"fsp_campaign_ch4_s15_l0.mp3","cinder","dialogue",45,"MCC is watching. There's a drone to the east."
"fsp_campaign_ch4_s15_l1.mp3","cinder","dialogue",105,"That's fine. A promise can be made where it's seen. Sturdier than promises made where they can't be seen."
"fsp_campaign_ch4_s18_test2_l0.mp3","cinder","dialogue",25,"Do you know what this is?"
"fsp_campaign_ch4_s18_test2_l2.mp3","cinder","dialogue",41,"If I plant it here it means CV territory."
"fsp_campaign_ch4_s18_test2_l3.mp3","cinder","dialogue",28,"I won't plant it. Not today."
"fsp_campaign_ch4_s20_test4_l0.mp3","cinder","dialogue",7,"Second."
"fsp_campaign_ch4_s20_test4_l1.mp3","cinder","dialogue",35,"If I turn my back what will you do."
"fsp_campaign_ch4_s20_test4_l3.mp3","cinder","dialogue",5,"Good."
"fsp_campaign_ch4_s23_oath2_l0.mp3","cinder","dialogue",39,"This is how contracts are made on Mars."
"fsp_campaign_ch4_s23_oath2_l1.mp3","cinder","dialogue",55,"Cut each other's hands and shake. That is the contract."
"fsp_campaign_ch4_s23_oath2_l2.mp3","cinder","dialogue",62,"This is a contract. On Mars a contract is valid even in death."
"fsp_campaign_ch4_s25_oath4_l1.mp3","cinder","dialogue",61,"Someone with decision-making authority in FSP needs to do it."
"fsp_campaign_ch4_s27_mcc_seen_l0.mp3","cinder","dialogue",42,"MCC drone has been watching. Since before."
"fsp_campaign_ch4_s27_mcc_seen_l2.mp3","cinder","dialogue",42,"Good. If it's recorded it can't be undone."
"fsp_campaign_ch4_s30_weight2_l1.mp3","cinder","dialogue",30,"Our people. Butcher sent them."
"fsp_campaign_ch4_s30_weight2_l3.mp3","cinder","dialogue",50,"Even not wanting it, he prepared. That is Butcher."
"fsp_campaign_ch4_s32_weight3_l0.mp3","cinder","dialogue",69,"There's business at Kepler Crater. Liang Wei will make a declaration."
"fsp_campaign_ch4_s32_weight3_l2.mp3","cinder","dialogue",46,"That's why today here mattered. Before Kepler."
"fsp_campaign_ch4_s34_zone12_l1.mp3","cinder","dialogue",10,"Won't say."
"fsp_campaign_ch4_s34_zone12_l3.mp3","cinder","dialogue",16,"Yes. It's yours."
"mcc_campaign_ch8_s_success_l0.mp3","cinder","dialogue",40,"I still don't know which side you're on."
"mcc_campaign_ch8_s_success_l1.mp3","cinder","dialogue",30,"Maybe that's the better thing."
"mcc_campaign_ch8_s_success_l2.mp3","cinder","dialogue",84,"When the Zone 12 testimony is recorded contact me. There are things I can help with."
"mcc_campaign_ch8_s06_l0.mp3","cinder","dialogue",18,"You came from MCC."
"mcc_campaign_ch8_s06_l1.mp3","cinder","dialogue",177,"There's only one reason an MCC person comes here. You want to know what I'm moving. I'll tell you. A person. A miner who survived a mine accident. Listed as dead in MCC records."
"mcc_campaign_ch8_s06_l2.mp3","cinder","dialogue",72,"Three years ago I was MCC too. That's how I know how they handle things."
"mcc_campaign_ch8_s08_l0.mp3","cinder","dialogue",78,"The Sector 7 death report. Three cases. Are you the one who wrote that in MCC."
"mcc_campaign_ch8_s08_l1.mp3","cinder","dialogue",84,"That report is why this person is still alive. When it got out we were able to move."
"mcc_campaign_ch8_s08_l2.mp3","cinder","dialogue",45,"Then what you do here today is your decision."
"mcc_campaign_ch8_s10_l0.mp3","cinder","dialogue",17,"You know Zone 12."
"mcc_campaign_ch8_s10_l1.mp3","cinder","dialogue",169,"I was an MCC engineer for six years. I wrote the Zone 12 report. Support beam defects. MCC told me to revise. I didn't. A week later the tunnel collapsed. Eleven people."
"mcc_campaign_ch8_s10_l2.mp3","cinder","dialogue",42,"That's why I came to CV. That's my reason."
"mcc_campaign_ch8_s12_l0.mp3","cinder","dialogue",36,"What's your reason for being in MCC."
"mcc_campaign_ch8_s12_l1.mp3","cinder","dialogue",91,"The Sector 7 report. You wrote the truth. Not the way MCC wanted. Is that part of a reason."
"mcc_campaign_ch8_s12_l2.mp3","cinder","dialogue",61,"People with reasons and without are different. On Mars. Here."
"mcc_campaign_ch8_s14_l0.mp3","cinder","dialogue",38,"MCC team coming. You didn't send them."
"mcc_campaign_ch8_s14_l1.mp3","cinder","dialogue",87,"The miner is here. A person not in the records. MCC sees and eliminates. You know that."
"mcc_campaign_ch8_s16_l0.mp3","cinder","dialogue",127,"This person has been hiding for three years. After Zone 12. You know MCC's method of eliminating witnesses. It was that method."
"mcc_campaign_ch8_s16_l1.mp3","cinder","dialogue",99,"Need someone to put it in the record. What this person saw. At Zone 12. Someone must write it down."
"mcc_campaign_ch8_s18_l0.mp3","cinder","dialogue",75,"I think you have a reason for being in MCC. Because of the Sector 7 report."
"mcc_campaign_ch8_s18_l1.mp3","cinder","dialogue",62,"If that's the reason I think I know what you'll do here today."
"mcc_campaign_ch8_s18_l2.mp3","cinder","dialogue",67,"It's strange that you're not trying to kill me. I'm CV. You're MCC."
"mcc_campaign_ch8_s20_l0.mp3","cinder","dialogue",118,"There's a way to fight inside MCC. Writing reports. Putting things in the record. That's the way to fight from inside."
"mcc_campaign_ch8_s20_l1.mp3","cinder","dialogue",49,"I didn't know that way. So I went outside. To CV."
"mcc_campaign_ch8_s20_l2.mp3","cinder","dialogue",49,"You know the inside way. That's the harder thing."
"mcc_campaign_ch8_s22_l0.mp3","cinder","dialogue",34,"Three minutes. Decide within that."
"mcc_campaign_ch8_s22_l1.mp3","cinder","dialogue",72,"I'm leaving with this person. If you block me we fight. If not we don't."
"mcc_campaign_ch8_s22_l2.mp3","cinder","dialogue",17,"It's your choice."
"mcc_campaign_ch8_s24_l0.mp3","cinder","dialogue",79,"There's a survivor from Zone 12. There was nobody to speak to. For three years."
"mcc_campaign_ch8_s24_l1.mp3","cinder","dialogue",96,"If what this person saw is put on record things change. Even before the MCC board things change."
"mcc_campaign_ch8_s26_l0.mp3","cinder","dialogue",40,"I still don't know which side you're on."
"mcc_campaign_ch8_s26_l1.mp3","cinder","dialogue",111,"Maybe that's the better thing. Someone whose side is unknown is either the most dangerous. Or the most hopeful."
"mcc_campaign_ch8_s28_l0.mp3","cinder","dialogue",13,"No time. Now."
"cv_campaign_ch4_s05_l0.mp3","cinder_grace","dialogue",21,"Can you come with me?"
"cv_campaign_ch4_s05_l2.mp3","cinder_grace","dialogue",38,"Hellas outer. Zone 12. Abandoned mine."
"cv_campaign_ch4_s05_l4.mp3","cinder_grace","dialogue",32,"I'll tell you when we get there."
"cv_campaign_ch4_s09_l0.mp3","cinder_grace","dialogue",11,"This is it."
"cv_campaign_ch4_s09_l2.mp3","cinder_grace","dialogue",14,"For six years."
"cv_campaign_ch4_s11_l0.mp3","cinder_grace","dialogue",24,"Eleven people died here."
"cv_campaign_ch4_s11_l2.mp3","cinder_grace","dialogue",61,"Three years ago. Tunnel collapse. Not in MCC records. Erased."
"cv_campaign_ch4_s13_l0.mp3","cinder_grace","dialogue",129,"I was a mechanical engineer. In charge of tunnel support systems. For six years. If the systems were in order, people didn't die."
"cv_campaign_ch4_s13_l1.mp3","cinder_grace","dialogue",66,"I wrote a report. Support beam defects. Immediate repair required."
"cv_campaign_ch4_s13_l2.mp3","cinder_grace","dialogue",67,"The MCC supervisor returned it. Told me to revise. I didn't revise."
"cv_campaign_ch4_s15_l0.mp3","cinder_grace","dialogue",33,"Here. Where the tunnel collapsed."
"cv_campaign_ch4_s15_l1.mp3","cinder_grace","dialogue",54,"One week after. One week after I submitted the report."
"cv_campaign_ch4_s15_l2.mp3","cinder_grace","dialogue",40,"Eleven people were here. During a shift."
"cv_campaign_ch4_s17_l0.mp3","cinder_grace","dialogue",77,"There are names. Eleven. Not in MCC records. But I have them. In this report."
"cv_campaign_ch4_s17_l1.mp3","cinder_grace","dialogue",62,"Written three years ago. The original. What MCC couldn't take."
"cv_campaign_ch4_s17_l2.mp3","cinder_grace","dialogue",81,"I don't know why I'm telling you this. Just wanted to say it. For the first time."
"cv_campaign_ch4_s19_l0.mp3","cinder_grace","dialogue",118,"MCC erased this from records. The accident became as if it never happened. The eleven became as if they never existed."
"cv_campaign_ch4_s19_l1.mp3","cinder_grace","dialogue",47,"I left MCC because of this. Not expelled. Left."
"cv_campaign_ch4_s19_l2.mp3","cinder_grace","dialogue",31,"That difference matters. To me."
"cv_campaign_ch4_s21_l0.mp3","cinder_grace","dialogue",75,"I didn't come to CV for money. I came because there was nowhere else to go."
"cv_campaign_ch4_s21_l1.mp3","cinder_grace","dialogue",113,"Butcher heard about this. He came. Without a word. Just sat by the fire. Together. That was all. That was enough."
"cv_campaign_ch4_s23_l0.mp3","cinder_grace","dialogue",25,"I'm not only telling you."
"cv_campaign_ch4_s23_l1.mp3","cinder_grace","dialogue",89,"Everyone on Mars should know. The names. People who died here. People not in the records."
"cv_campaign_ch4_s23_l2.mp3","cinder_grace","dialogue",43,"But I don't know how yet. How to tell them."
"cv_campaign_ch4_s27_l0.mp3","cinder_grace","dialogue",20,"I'll read the names."
"cv_campaign_ch4_s27_l1.mp3","cinder_grace","dialogue",15,"Can you listen?"
"cv_campaign_ch4_s31_l0.mp3","cinder_grace","dialogue",10,"Thank you."
"cv_campaign_ch4_s31_l2.mp3","cinder_grace","dialogue",34,"For listening. Just for listening."
"cv_campaign_ch4_s33_l0.mp3","cinder_grace","dialogue",13,"MCC. Why now."
"cv_campaign_ch4_s33_l2.mp3","cinder_grace","dialogue",70,"Because of the report. They know the report exists. Have always known."
"cv_campaign_ch4_s35_l0.mp3","cinder_grace","dialogue",69,"Need to leave. There's another exit. Worked here three years. I know."
"cv_campaign_ch4_s35_l2.mp3","cinder_grace","dialogue",54,"Taking it. It's in memory too. But paper lasts longer."
"cv_campaign_ch4_s39_l0.mp3","cinder_grace","dialogue",10,"We're out."
"cv_campaign_ch4_s39_l2.mp3","cinder_grace","dialogue",14,"Yes. That too."
"cv_campaign_ch4_s42_l0.mp3","cinder_grace","dialogue",16,"Lost the report."
"cv_campaign_ch4_s42_l1.mp3","cinder_grace","dialogue",23,"But the names are here."
"cv_campaign_ch4_s42_l2.mp3","cinder_grace","dialogue",45,"In memory. You heard them too. That's enough."
"cv_campaign_ch4_s44_l1.mp3","cinder_grace","dialogue",9,"You knew?"
"cv_prologue_s30_l0.mp3","cinder_grace","dialogue",12,"Rough hands."
"cv_prologue_s30_l1.mp3","cinder_grace","dialogue",25,"What have you been doing."
"cv_prologue_s30_l3.mp3","cinder_grace","dialogue",32,"Do that here and you'll be fine."
"fsp_campaign_ch9_s05_l2.mp3","cinder_grace","dialogue",32,"Cinder Grace. CV representative."
"fsp_campaign_ch9_s05_l4.mp3","cinder_grace","dialogue",22,"Then why are you here."
"fsp_campaign_ch9_s07_l2.mp3","cinder_grace","dialogue",51,"Integration means absorption. CV won't be absorbed."
"fsp_campaign_ch9_s11_l0.mp3","cinder_grace","dialogue",20,"There's Zone 12 too."
"fsp_campaign_ch9_s11_l1.mp3","cinder_grace","dialogue",45,"The one MCC sealed off. We lost people there."
"fsp_campaign_ch9_s11_l3.mp3","cinder_grace","dialogue",47,"Do you know the names. The ones who died there."
"fsp_campaign_ch9_s13_l4.mp3","cinder_grace","dialogue",45,"They didn't climb up. They were already here."
"fsp_campaign_ch9_s15_l1.mp3","cinder_grace","dialogue",60,"The best assassination outfit on Mars. Anyone can hire them."
"fsp_campaign_ch9_s17_l1.mp3","cinder_grace","dialogue",37,"I fight outside. My people are there."
"fsp_campaign_ch9_s17_l3.mp3","cinder_grace","dialogue",47,"They're not my people. I could be a target too."
"fsp_campaign_ch9_s25_l0.mp3","cinder_grace","dialogue",59,"Interrogate the subdued ones and the client might come out."
"fsp_campaign_ch9_s25_l2.mp3","cinder_grace","dialogue",27,"Principles have exceptions."
"fsp_campaign_ch9_s28_l2.mp3","cinder_grace","dialogue",38,"Consider. You call that consideration?"
"fsp_campaign_ch9_s28_l4.mp3","cinder_grace","dialogue",64,"People died because of that structure. Do you consider that too?"
"fsp_campaign_ch9_s31_l1.mp3","cinder_grace","dialogue",22,"I don't tell my story."
"fsp_campaign_ch9_s31_l3.mp3","cinder_grace","dialogue",3,"..."
"fsp_campaign_ch9_s31_l4.mp3","cinder_grace","dialogue",48,"I was born there. In Zone 12. That's why I know."
"fsp_campaign_ch9_s33_l2.mp3","cinder_grace","dialogue",41,"If MCC manages it MCC can also delete it."
"fsp_campaign_ch9_s39_l0.mp3","cinder_grace","dialogue",50,"Tell us the client. Tell us and we'll protect you."
"fsp_campaign_ch9_s39_l2.mp3","cinder_grace","dialogue",54,"Principle put you here. Is principle on your side now?"
"fsp_campaign_ch9_s41_l2.mp3","cinder_grace","dialogue",81,"CV supports recording of names in unofficial residential areas including Zone 12."
"fsp_campaign_ch9_s47_l0.mp3","cinder_grace","dialogue",45,"It came from inside. Talon knew our location."
"fsp_campaign_ch9_s47_l3.mp3","cinder_grace","dialogue",37,"That's what MCC and CV would say too."
"cv_campaign_ch10_s12_l0.mp3","crow","dialogue",81,"Three MCC teams outside Erebus. One FSP team. They call it agreement enforcement."
"cv_campaign_ch10_s12_l1.mp3","crow","dialogue",109,"The Olympus agreement had a CV territory clause. Five kilometers outside the CV base is a demilitarized zone."
"cv_campaign_ch10_s12_l2.mp3","crow","dialogue",58,"CV didn't sign that clause. Don't know where it came from."
"cv_campaign_ch10_s20_l0.mp3","crow","dialogue",24,"No time. Need to decide."
"cv_campaign_ch10_s24_l0.mp3","crow","dialogue",81,"From canyon to plains. From plains to Olympus. From Olympus to Erebus. That's CV."
"cv_campaign_ch10_s30_l0.mp3","crow","dialogue",33,"There's a reason they're waiting."
"cv_campaign_ch10_s30_l1.mp3","crow","dialogue",72,"The Olympus agreement has a clause about CV. Even though we didn't sign."
"cv_campaign_ch10_s30_l2.mp3","crow","dialogue",65,"If we recognize the agreement we must also recognize that clause."
"cv_campaign_ch10_s30_l4.mp3","crow","dialogue",31,"Five kilometers outside Erebus."
"cv_campaign_ch10_s36_l0.mp3","crow","dialogue",31,"They're outside. Still waiting."
"cv_campaign_ch7_s05_l0.mp3","crow","dialogue",48,"Two people. Me and Reza. That's the real choice."
"cv_campaign_ch7_s05_l1.mp3","crow","dialogue",124,"I think Cinder is the right one. But Cinder doesn't want it. What happens when someone who doesn't want it becomes a leader."
"cv_campaign_ch7_s05_l2.mp3","crow","dialogue",101,"On Mars being given what you don't want. That's Mars's way. If we don't choose the situation chooses."
"cv_campaign_ch7_s13_l0.mp3","crow","dialogue",60,"Reza has taken the western passage of Erebus. Six hours ago."
"cv_campaign_ch7_s13_l1.mp3","crow","dialogue",87,"If we don't move Reza cuts the supply lines. Even with Butcher alive CV loses function."
"cv_campaign_ch7_s13_l2.mp3","crow","dialogue",43,"Three hours. We have to decide within that."
"cv_campaign_ch7_s19_l0.mp3","crow","dialogue",50,"Reza opened communications. He wants to negotiate."
"cv_campaign_ch7_s19_l1.mp3","crow","dialogue",75,"Negotiate. He takes the passage first then wants to negotiate. That's Reza."
"cv_campaign_ch7_s19_l2.mp3","crow","dialogue",42,"You go out. As neutral. In Butcher's name."
"cv_campaign_ch7_s23_l0.mp3","crow","dialogue",136,"Reza wants what comes after Butcher. He wants to divide CV now while Butcher is still alive. West to Reza. East to me. You stay neutral."
"cv_campaign_ch7_s23_l1.mp3","crow","dialogue",63,"That's Reza's negotiation. He wants to make the split official."
"cv_campaign_ch7_s31_l0.mp3","crow","dialogue",51,"MCC is here. Three teams. Three hundred meters out."
"cv_campaign_ch8_s09_l0.mp3","crow","dialogue",60,"I'm Crow. Ten years CV. I know tactics. I know how to fight."
"cv_campaign_ch8_s09_l1.mp3","crow","dialogue",87,"But I'll be honest. I often don't know the names. I haven't seen the back of the photo."
"cv_campaign_ch8_s09_l2.mp3","crow","dialogue",55,"That's my weakness. You already know without me saying."
"cv_campaign_ch8_s15_l0.mp3","crow","dialogue",94,"MCC is trying to put Erebus crater under MCC jurisdiction at Olympus. They say FSP agreed too."
"cv_campaign_ch8_s15_l1.mp3","crow","dialogue",103,"If CV doesn't participate in the agreement there's no CV territory. Thirty years of history is nothing."
"cv_campaign_ch8_s25_l0.mp3","crow","dialogue",34,"No time. FSP signs in three hours."
"cv_campaign_ch8_s29_l1.mp3","crow","dialogue",49,"Couldn't see it from the canyon. Can see it here."
"cv_campaign_ch8_s31_l0.mp3","crow","dialogue",56,"MCC advance team. Twelve. Northern plain. Four vehicles."
"cv_campaign_ch8_s31_l2.mp3","crow","dialogue",44,"I'll handle the rest. You stay with Butcher."
"cv_campaign_ch1_s10_l0.mp3","crow_reyes","dialogue",28,"CV has tests. Three of them."
"cv_campaign_ch1_s10_l1.mp3","crow_reyes","dialogue",46,"Strength. Loyalty. Survival. You choose which."
"cv_campaign_ch1_s10_l2.mp3","crow_reyes","dialogue",51,"Choosing is also the test. Didn't need to say that."
"cv_campaign_ch1_s14_l0.mp3","crow_reyes","dialogue",32,"Reza. MCC informant. Three days."
"cv_campaign_ch1_s14_l1.mp3","crow_reyes","dialogue",51,"Butcher hasn't decided. When he decides, it's done."
"cv_campaign_ch1_s14_l3.mp3","crow_reyes","dialogue",22,"Only two kinds. In CV."
"cv_campaign_ch1_s19_l2.mp3","crow_reyes","dialogue",29,"Kill and you're out. CV code."
"cv_campaign_ch1_s23_l0.mp3","crow_reyes","dialogue",55,"This person sold intelligence to MCC. There's evidence."
"cv_campaign_ch1_s23_l1.mp3","crow_reyes","dialogue",60,"Confirm the name. Confirm the location. Report back. Simple."
"cv_campaign_ch1_s23_l3.mp3","crow_reyes","dialogue",20,"CV decides. Not you."
"cv_campaign_ch1_s25_l0.mp3","crow_reyes","dialogue",29,"You have time. Time to think."
"cv_campaign_ch1_s25_l2.mp3","crow_reyes","dialogue",41,"Everything here is a test. Or nothing is."
"cv_campaign_ch1_s46_l0.mp3","crow_reyes","dialogue",17,"Baptism complete."
"cv_campaign_ch1_s46_l1.mp3","crow_reyes","dialogue",49,"It gets harder from here. This was the easy part."
"cv_campaign_ch1_s47_l0.mp3","crow_reyes","dialogue",38,"Still alive. No second chances. Again."
"cv_campaign_ch2_s04_l0.mp3","crow_reyes","dialogue",28,"First operation. You scared?"
"cv_campaign_ch2_s04_l1.mp3","crow_reyes","dialogue",74,"Scared is normal. Not scared means you're either an idiot or already dead."
"cv_campaign_ch2_s04_l3.mp3","crow_reyes","dialogue",95,"MCC supply depot. Zone C-14. Ore processing equipment. Ours. MCC took it. We're taking it back."
"cv_campaign_ch2_s06_l0.mp3","crow_reyes","dialogue",53,"Two infiltration routes. East cliff or west drainage."
"cv_campaign_ch2_s06_l1.mp3","crow_reyes","dialogue",60,"East is fast and visible to guards. West is slow and hidden."
"cv_campaign_ch2_s06_l3.mp3","crow_reyes","dialogue",54,"Four. Twenty minute rotation. In and out between that."
"cv_campaign_ch2_s09_l0.mp3","crow_reyes","dialogue",16,"Something's off."
"cv_campaign_ch2_s09_l1.mp3","crow_reyes","dialogue",27,"Not two guard teams. Three."
"cv_campaign_ch2_s09_l3.mp3","crow_reyes","dialogue",60,"MCC changed it. Recently. On Mars intel changes in two days."
"cv_campaign_ch2_s12_l0.mp3","crow_reyes","dialogue",77,"Workers are there. Night shift. Didn't report this to Butcher. I didn't know."
"cv_campaign_ch2_s12_l1.mp3","crow_reyes","dialogue",96,"CV code is clear. Don't touch non-combatants. But the equipment recovery mission is still valid."
"cv_campaign_ch2_s12_l2.mp3","crow_reyes","dialogue",69,"First operation and this happens. There's no clean operation on Mars."
"cv_campaign_ch2_s15_l0.mp3","crow_reyes","dialogue",13,"Decide. Fast."
"cv_campaign_ch2_s15_l1.mp3","crow_reyes","dialogue",34,"Twenty minutes. Rotation interval."
"cv_campaign_ch2_s15_l3.mp3","crow_reyes","dialogue",23,"That's not in the plan."
"cv_campaign_ch2_s22_l0.mp3","crow_reyes","dialogue",18,"Five minutes. Out."
"cv_campaign_ch2_s22_l2.mp3","crow_reyes","dialogue",18,"I know. Exit east."
"cv_campaign_ch2_s26_l0.mp3","crow_reyes","dialogue",17,"Storm. Move fast."
"cv_campaign_ch2_s26_l2.mp3","crow_reyes","dialogue",41,"Leave it and MCC takes it back. Carry it."
"cv_campaign_ch2_s29_l0.mp3","crow_reyes","dialogue",31,"This way. Follow only my voice."
"cv_campaign_ch2_s29_l1.mp3","crow_reyes","dialogue",60,"Don't get lost in a Martian storm. Three kilometers to base."
"cv_campaign_ch2_s29_l3.mp3","crow_reyes","dialogue",44,"Put it down and we just go. Keep holding it."
"cv_campaign_ch2_s31_l0.mp3","crow_reyes","dialogue",24,"Done. Equipment secured."
"cv_campaign_ch2_s31_l1.mp3","crow_reyes","dialogue",63,"First operation. No blood. Write that down. Rare thing on Mars."
"cv_campaign_ch2_s31_l3.mp3","crow_reyes","dialogue",28,"I know. Write that down too."
"cv_campaign_ch2_s38_l0.mp3","crow_reyes","dialogue",34,"Done. Equipment secured. No blood."
"cv_campaign_ch2_s38_l1.mp3","crow_reyes","dialogue",49,"Next operation will be harder. Keep that in mind."
"cv_campaign_ch3_s03_l2.mp3","crow_reyes","dialogue",63,"A test. One of four. The result determines your position in CV."
"cv_campaign_ch3_s11_l0.mp3","crow_reyes","dialogue",45,"Butcher left it to you. Just follow the code."
"cv_campaign_ch3_s11_l2.mp3","crow_reyes","dialogue",96,"Betrayal isn't forgiven. That's the code. But your fifth code is different. Because you made it."
"cv_campaign_ch3_s17_l0.mp3","crow_reyes","dialogue",52,"Reza knows MCC C-zone movement routes. What we need."
"cv_campaign_ch3_s17_l1.mp3","crow_reyes","dialogue",20,"Won't talk. You try."
"cv_campaign_ch3_s17_l3.mp3","crow_reyes","dialogue",48,"You said Aisha's name. That became trust. Maybe."
"cv_campaign_ch3_s23_l1.mp3","crow_reyes","dialogue",8,"Butcher."
"cv_campaign_ch3_s27_l0.mp3","crow_reyes","dialogue",74,"Marko has lived between MCC and CV. That's the advantage. Has information."
"cv_campaign_ch3_s27_l1.mp3","crow_reyes","dialogue",23,"You negotiate. I watch."
"cv_campaign_ch3_s27_l3.mp3","crow_reyes","dialogue",38,"That's the negotiation. You make them."
"cv_campaign_ch3_s35_l0.mp3","crow_reyes","dialogue",22,"Eight months. Not bad."
"cv_campaign_ch3_s35_l1.mp3","crow_reyes","dialogue",47,"Butcher will be pleased. Won't show it, though."
"cv_campaign_ch3_s37_l0.mp3","crow_reyes","dialogue",63,"Abandoned mine. But MCC comes intermittently. There's a reason."
"cv_campaign_ch3_s37_l1.mp3","crow_reyes","dialogue",41,"Something hidden there. We bring it back."
"cv_campaign_ch3_s37_l3.mp3","crow_reyes","dialogue",30,"You'll know when we get there."
"cv_campaign_ch3_s40_l0.mp3","crow_reyes","dialogue",69,"This is it. Weapon components. MCC was stockpiling them unofficially."
"cv_campaign_ch3_s40_l2.mp3","crow_reyes","dialogue",82,"Weapons not in official records have no official accountability. That's MCC's way."
"cv_campaign_ch3_s42_l0.mp3","crow_reyes","dialogue",45,"MCC is coming. Regular check. Twenty minutes."
"cv_campaign_ch3_s42_l2.mp3","crow_reyes","dialogue",42,"Two crates. That's all. In twenty minutes."
"cv_prologue_s15_l0.mp3","cv_scout_1","dialogue",6,"Alone?"
"cv_prologue_s15_l2.mp3","cv_scout_1","dialogue",11,"Where from."
"cv_prologue_s17_l0.mp3","cv_scout_1","dialogue",10,"Why south."
"cv_prologue_s17_l2.mp3","cv_scout_1","dialogue",11,"What rumor."
"cv_prologue_s19_l0.mp3","cv_scout_1","dialogue",10,"Blindfold."
"cv_prologue_s19_l2.mp3","cv_scout_1","dialogue",52,"That's how you get there. Don't like it, don't come."
"cv_prologue_s15_l4.mp3","cv_scout_2","dialogue",6,"Armed?"
"fsp_campaign_ch8_s_success_l0.mp3","hagar","dialogue",14,"Gaia survived."
"fsp_campaign_ch8_s_success_l1.mp3","hagar","dialogue",94,"Olu finished the letter. He says he'll put it on Gaia. The letter goes wherever the ship goes."
"fsp_campaign_ch8_s04_l0.mp3","hagar","dialogue",27,"FSP came. Good. Need hands."
"fsp_campaign_ch8_s04_l1.mp3","hagar","dialogue",87,"This ship is called Gaia. Means Earth. I named it. Don't ask why. Don't want to answer."
"fsp_campaign_ch8_s04_l2.mp3","hagar","dialogue",104,"MCC has its eye on this shipyard. They're trying to stop us before Gaia is complete. That's the problem."
"fsp_campaign_ch8_s06_l0.mp3","hagar","dialogue",61,"Olu and Mariam designed this ship. Both of them. Took a year."
